text,sentiment
" i suppose this will be in the blog post, but could u email me who was there too",neutral
I`m watching The episode 3 Of JONAS OMJ,neutral
 NOICE. I realised that after exams I have 2 more weeks  Forgot about the whole 2 weeks of Unit 4 in term 2 thing :/,neutral
_FP Awh shoot. Make a detour and come to PR  forget Indiana haha,neutral
maaaaan last night was a funny night! sad aswell tho,neutral
my twitter says it needs a break  i`ll be back in a bit (capacity??),neutral
"Old enough to know better, young enough to not CARE!",neutral
 GILF = grandmother.,neutral
Seems I brought a little Sikaflex caulk home with me... in my hair.,neutral
wants to go see street dreams but it`s not playing anywhere near here,neutral
You guys dont get too drunk without me,neutral
"  Yes thanks, its been great. Soooooo not looking forward to Monday",neutral
 ... schedule says 10:30 class? I will be late for 10  #campjitterbug,neutral
 That was like eight years ago. Not so sure it would happen now,neutral
" I`m in Devon this weekend! Cloudy, but dry.",neutral
"sad day, redskins release Jansen   Best wishes to him. http://twurl.nl/ueivwi",neutral
_ci Im not reasonable... It`s 1:35am now and gotta wake up early tomorrow on my first day of holidays!  have a great evening!,neutral
 hmmm no but I am member of knitterati.com.au what is ravelry offer?,neutral
Not in front of the tv  wats the score an inning??,neutral
is celebrating her 21st birthday,neutral
"I just got back from lunch at Rick & BrianÃ¯Â¿Â½s Cafe with my father; I had the French Dip and it was good, but his omelette was burnt.",neutral
Just sittin here waitin for my coffee to be full grown on farm town before going to bed,neutral
 Yey! holiday Monday in Uk today ... have a chilled day,neutral
i feel some type of way cause im not talkin to anyone...,neutral
 May the fourth be with you,neutral
 I am actually wanting to buy a bus one day & turn it into a motor home. Imagine a whopping big BlokesLib logo on it,neutral
Hanging out with  and the Berlin Jarn guys.  http://yfrog.com/8c36ej,neutral
 haha yeah it was,neutral
_Sweethearts Im following you but you aren`t on my DM list  Can you try to DM me?,neutral
is putting on her 'suit' (&dont mean jeans&T)&Heading over 2 T-town 2 deal w/ family emergency PLEZ PRAY 4Us  BE back by 630P God willing!,neutral
I wanna talk to Mitchel Mussoooooo,neutral
Ugh 3 more hours,neutral
"I`m loving the fact that there is tension on the set of Iron Man 2, poor Gwenyth can`t handle being in Scarlett`s shadow",neutral
" we dont have the points yet, was talkedabout it though - first ticket I get in my whole driving career up to date, not bad",neutral
 eat (cup)cake,neutral
" Kiran, Sorry about ur bad land`g: Hope ur neck feels better. At least, u didn`t break it like JD. Btw, ur in fine shape.",neutral
just got done washing dishes not too long ago,neutral
 time will tell,neutral
 and i got hello kitty tattoos!  she`s a ballerina and i`m a ladybug,neutral
http://twitpic.com/67x8k - WITH MY FRIENDS WERE IN OUR WORK,neutral
 I thought every weekend was a long weekend in California,neutral
#Trackflashback: 'I Believe In A Thing Called Love' by The Darkness - check it out...,neutral
is freaking exhausted...need to go to bed....gotta get up early YUCK....HAPPY MOTHER`S DAY TO ALL YOU MOMMIES OUT THERE,neutral
off to liverpool now!,neutral
partying in the study room,neutral
 Yeah,neutral
  _erincharde  hey you guys should invite me out...moody is my only friend these days,neutral
    Ive been dying for those!! They just so expensive in little sizes.,neutral
"I must have applied for about 20 jobs every day this week, why won`t one of them contact me???",neutral
"Tuesday, Wednesday, Thursday and Friday = EXAM !!  wow ****",neutral
Now I remembered the password,neutral
 i`ll go for wanda sykes,neutral
 Have fun amorsote even tho u forgot my bday which is today,neutral
...aw i want classic burger.,neutral
"_GreenWizard ah ha! Cool, will look into that more closely when i get on a proper sized screen! Thanks",neutral
 Dun wanna travel all the way there for lunch now. But yeah i have been there. Nice place. Missing Shan-e-Punjab though...,neutral
TextMate crashed for the first time in 3 months. Not too bad actually  #textmate,neutral
indian or the cowboy? actually considering going to the carnival,neutral
 poor kid.  That sucks. Hopefully things look up for her soon. *hugs*,neutral
"Boa tarde, chegay",neutral
never thought my daughter would want to borrow my clothes... even less that she would suggest that i borrow hers... luckily it didnt fit,neutral
Why am I completing facebook quizzes at this time of the morning... especially a friday morning,neutral
Just started raining in earnest... guess golf is off for today...,neutral
 It`s pretty warm out now! I forgot K was sick though.,neutral
finished a whole box of ice cream,neutral
170th update,neutral
...I just posted my First video... A contest entry and my still is terrible too  boo...luv ur videos btw. Xxxrebelrebelxxx,neutral
"I`m officially on holiday! A week in Center Parcs, no internets  bye my peeps, see you when I return...",neutral
 morning hon. what you having for breakfast? I cant decide,neutral
"Back from umpireing trainging, making dinner",neutral
 Yes. I also use my desktop`s mouse and ketboard as if ot was just a second monitor   http://twitpic.com/4wlpf,neutral
Nighty night Twits! Tty in the morning...,neutral
Bai KT and I have decided that at my Disney wedding we will have a parade and a mushroom trampoline float that KT and Bai will jump on,neutral
http://twitpic.com/4jkes -   Here`s your follower count.,neutral
" Ha ha, might be - I`ve doubled my morning intake already in the last couple of days - now have a HUGE bowlful!",neutral
"on my brothers phone, using the internet",neutral
 Yups!  I still have a lot of pruning of unfollowers to do. It takes  time,neutral
day started off bad but got better,neutral
 yes 7.50 here thanks for the change obama. I have to start mail ordering again,neutral
" nah, they look better  but i label the tops with the latin names and only access them that way... no need to turn anything!",neutral
_0robertpatt Why do they do that?!,neutral
our south style exhibition is on in less than a week  member fresh gallery otara!,neutral
 yeeeeah . . . and it was in intro too  seen Empire top 100 computer games? http://www.empireonline.com...,neutral
"Nooo! I`m ill  Must Have Paracetamol! Nice weather today, though.",neutral
  are you not well?,neutral
"It feels like it should be a Bank Holiday weekend!  I bet it is in France, they`re always on holiday...",neutral
 starbucks? I thought u were trying to b good?!,neutral
one last stop in Chicago before going back to Miami,neutral
Sitting at the doctor`s office.,neutral
 Yes - it`s an article I wrote on my blog a while ago.,neutral
wheelchair fitting today for mall buzzing & Home Depot. 'Homebound' just got REAL old  Goal: taxi yellow or electric RED!,neutral
Finished with MTML assignment  But didn`t like it at all. Feels like I missed lotsa points but the word limit is 2500. Hmmpph!,neutral
" ohh yes. I`ve rented one and thought the same; very roomy. But hubby wont go for it.  welp, congrats on the new baby",neutral
Wondering if I shouldn`t be gettin to bed about now...,neutral
couldn`t resist ? http://blip.fm/~5z7v3,neutral
Throwin` down in the kitchen like I do  making Rah`s illi Chili and Shalonda`s Bangin Cake,neutral
"_Lovato oh I see. Thanks for replying. anyway, how are you?",neutral
"My wife took my last Ã¯Â¿Â½20, no McDonalds breakfast for me today",neutral
 yeah and in the tatami room!  kids + tatami dont mix,neutral
 lol! y does ur tweet sound like ur voice yelling at me  lol!,neutral
The bunny is longing for the hoodie she left in the car   brrr....,neutral
so yeah...i guess i dont get company this weekend  so who wants to come hang out?,neutral
chillen just started on twitter.,neutral
" Hello James, who are you",neutral
_Milano Hey there  Thought i`d tweet you to say Hi..I have so much to write but theres no space in this little box hehe ****,neutral
" hey u, no not yet  soon maybe tomorrow!",neutral
why do i turn red,neutral
 ohh I was so confused!:p I haven`t seen it. It`s your favourite?,neutral
Running in the rain,neutral
 i havent seen you all week,neutral
wow! Leonardo DiCaprio and Jennifer Davisson Killoran are the producers  of the movie: ORPHAN  !! i have direct contact info for them too!,neutral
http://twitpic.com/665to Less than 24 hours till the show! Oh and Lee broke his guitar at practice    http://twitpic.com/660vv,neutral
_Stokoe I bet! I can imagine how much work it is making a movie. I can`t wait to see it,neutral
" I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Pantera) and like 10 Pantera songs, I can`t find my Cowboys From Hell cd",neutral
"after some pizzas, going sleep",neutral
Waiting in line @ tryst,neutral
WALC-ers are you ready to cry? its going to be a long day of reminiscing,neutral
  the website is http://tinyurl.com/c7yojg  idk if the place is around ur area..,neutral
" My eyes are starting to hurt! It`s getting super late. But I just gotta keep tweeting. Haha! Philippines tour, please, Tom?",neutral
 my phne blocks text,neutral
"  what can i say, i am a creatur of night, hmm, should be dne soon",neutral
" well donkey has his own appeal, for sure.",neutral
 I can only promise about 150 or so.,neutral
 aw ****. ok i got you for tuesday on that. i gotta write a short post for today tho,neutral
  May we be humble but Bold for Christ!  lisa..,neutral
So confused about what to do?,neutral
my first `star trek` anything was really entertaining.. now if I can just see Harold fly the enterprise to `white castle`,neutral
free hugs with my super fluffy robe,neutral
" By the way, let me know when you want to schedule a round or two. Played highland woods monday. Shot 96.",neutral
"_saurus So did I... and now you can hear it again and again, if you wish.",neutral
 'Restoration of the site would also take place as part of the Banks proposals' - after the birds have gone? Avocets there this yr,neutral
is back from a weekend get away,neutral
" the mind plugs work, but the patent got turned down b/c someone already thought of earplugs and benedryl",neutral
 that sounds interesting. wish my phone did java..,neutral
On my way home in the sunshine with a bag full of my stuff from work...,neutral
 hahah I`ll try,neutral
"It`s 6 am, I haven`t been to bed yet, and I just got my second wind.  Guess I should edit or read or something until I feel tired huh?",neutral
Drink #7 or 8 for me (at the club). Been drinking for the past 6 hours.  http://twitpic.com/4wn9q,neutral
Goin to work....,neutral
" alright, I`ll let you slide on that one",neutral
Why oh why do I always forget to take the medication I`m *supposed* to take 30 minutes before breakfast? Just taking it now at 1:30,neutral
 nothing beats nurofen plus!,neutral
" Haha it`s not awful at all, but I think everyone hates the sound of their voice when they hear it played back, I know I do!!",neutral
watching a gossip girl,neutral
" My day was cool, a lil twisted...  I won`t spam twitter like I did last week tho.",neutral
 Yeah I kept rethinking it because noone that I knew would want to go with me lol. So I ended up just didn`t buy them.,neutral
"**** fight night 4 demo won`t load, keeps crashing at the first screen. time to delete and re download i think",neutral
Haih.. Cannot sleep lar..,neutral
 this time there is a theme and it is 'purple',neutral
 was gonna DM you but it says you`re not following me!    lol  after all I`ve done!  hahaha,neutral
says I`m tutoring my cousin!  http://plurk.com/p/rpp57,neutral
feel like going home and sleep till the next day!,neutral
boys and girls lie? awww is santa not real either?,neutral
"Going to bed, in pain fell on my shoulder today. Good night",neutral
just watching ncis complete first season,neutral
does not want to go to sixth period.,neutral
"super frustrated, and taking it out on the one`s I love!   I love you, Paul!",neutral
Mexico City traffic  Beating the rush hour to make it to the Aeropuerto,neutral
 hello- i`d like a little chat- but can`t DM you- is there a mail id?,neutral
Mattcutts.com: Domain Umzug und neues Design http://redir.ec/iF2b ...,neutral
im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,neutral
"  hey girl, what`s up? what r u gonna do today?",neutral
" Well we`ll have to organize one for when you can get down, can`t guarantee no oldies though",neutral
Had a good day till he twisted his ankle on his two mile run,neutral
 mmMmMm I`ve been craving sweet potatoes and almonds I`m going to have to incorporate those super foods tomorrow,neutral
 Britain`s Got Talent? Such a cute little girl. Feel so sorry for her!   Hope Simon finds the time! ****,neutral
 someone really needs to make a kit like that avaialble for home use,neutral
 ya`ll going out without me,neutral
ahaha im here carlos;;  Wasssup?!,neutral
I am following Mya,neutral
Shakedown Street!!!,neutral
"This week meet me at OFFF, next Thu, Fri and Sat. And try there MIC and Surface.",neutral
I`m on Twitter now... how cool am I? and now let`s go to McDo,neutral
"Coming to the end of a looooong day. Good new is, I got everything done! Bad news- I gotta wake up @ 4:45am tomorrow for work!",neutral
" Would love it if you guys toured here, really! Philippines tour?",neutral
 sometimes ... you just have to write it off ... and start from the top of your tweet stream.  The past has happened,neutral
i want a ghd straightener but the shipping costs 50 pounds? NO DEAL!,neutral
 got the txt - holla when ya need me,neutral
 work at 6am. Gotta go to bed soon,neutral
"Going to bed, with peter.",neutral
At the pub with the dog but seems to have misplaced friend with drinks,neutral
 I`m a minute in and I want to strangle the used car salesman doing the presentation. Is he related to the ShamWOW guy?,neutral
" strangely enough, yes.  but then it works for me, may not for everyone.",neutral
Strange there is a 99 char limit to tweets on ustream   (GeoGeekTV live > http://ustre.am/2TOa),neutral
 I use to own a 32 lbs tabby cat. Got him for North Shore Animal league he had diabetes,neutral
 word?? ima be there this summer....just move back with me  lol,neutral
Watching my bro play footyball,neutral
got a new prom dress,neutral
I`m baking cookies. What are YOU doing?,neutral
_mar_mey I want cake  is it chocolate!??,neutral
" Star Trek? Me? Nah. My Dad is one for Star Trek right enough. Today, I`m off to see `Corlaine`. Much more my style Shezz.",neutral
touchin the starss,neutral
 I know! I need a new iPhone stat-- I dropped mine on the cement 2 weeks ago and a couple rows of pixels went out,neutral
" Yes, you should write an article.",neutral
Wife & I split duties tonight.Wife headed to OSU for daughter`s ath trng rcption. I`m at son #1`s school paper banquet.Can`t make both.,neutral
is walking to tesco with rhiannon and hannah to hide all evidence of lastnight,neutral
 heard of. And you`re the first to mention him to me!,neutral
"Off to work again. Yo ho, Yo ho, another day at the hell hole",neutral
how come when i straighten my hair it has to sprinkle,neutral
On runway 2 hours,neutral
" look, no matter the ethnicity, women are something else!  fellas, can I get an amen? *dueces*",neutral
"Watching Almost Famous with Andrew, Michael, and Yolanda",neutral
Looking forward to a session at the gym,neutral
 I don`t get it...,neutral
Do you guys like fish sticks?,neutral
  ive got a cold too... It sucks  and u were awesome in ipswitch xD,neutral
 lmao!!! ummm duh gurl I need to buy me some more v-necks I like em!!!,neutral
 really has anyone got through to the finals yet? yeah was it i was stuck in class for most of it  loveyoufletch xxxx,neutral
LOL watching Big Bang Theory latest episode,neutral
"Shopping, grandparents, dinner with the bf  woop",neutral
On the way home.,neutral
 because you had chips and sale w/o me,neutral
"GREEN DAY IS PERFORMING ON SNL NEXT WEEK!  sorry, that made me happy and i`m still all ditzy from the Justin Timberlake skits",neutral
 I know.  There`s no reason for any of that.,neutral
Wants To Dress Up,neutral
"Am soo happy about today .. the going home bit sucks ,, but meeting everyone will be aceness to the extreme  lol,, am so cheesy :p",neutral
 my b day is on may 13 but my party is on this sat  come you gays,neutral
 Have you heard the song 'Purpose' from Avenue Q?  Your post reminds me of that.,neutral
 I could see your quote but not vote for it??,neutral
_mazur Hahaha...and I who actually thought you just were popular!,neutral
"  ITV plugging the Special a lot. Have a great night all of you, will miss your tweets when you come back home",neutral
 ohh I know her from church .. she got me into mcfly,neutral
having to use IE =/ firefox is playing up and i don`t know why  will try and fix it tomorrow.,neutral
 what are u talking about??? since when dnt u trust me? this hurts... Im a good secret keeper,neutral
 yay but u have no idea what you look like,neutral
 tomorrow night would definitely work,neutral
about to start getting ready for work.  took lexi out to the park earlier! wish i could lay around ALL day.,neutral
i`m out...,neutral
No more Mtn. Dew in mini-fridge.,neutral
"Final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? Certain females paranoid about BO",neutral
 Aw  *hugs* Sorry man.  If I were rich I`d buy u a ticket NOW!,neutral
" I hear that, we`ve missed so many films due to insufficient fundage: Watchmen, Dark Knight, Star Trek.",neutral
 Would defo have done that but Im already booked over t`other side of the country,neutral
 including myself... guess umma be partying alone yet again...lol..,neutral
No Yonkers news posts until June 2 because the newspaper furloughed me,neutral
"took a math test today. The day before the test, the teacher says bring your calculator. Luke was confident. Teacher decided no calcs.",neutral
We looked at apartments this weekend.  Found one we like.  Hubby going today to try to rent one of the apartments.  Crossing Fingers,neutral
"If Hamilton gets a hockey team, I really think the name Hamilton should be in the team name. If not, I`ll be sad.",neutral
"white pointy shoes haha, and ah you got me excited about the new drummer  youre mean",neutral
finishing up at the studio  NEW SONGS UP ON MYSPACE tomorrow MAY 5th,neutral
 it is! ive done somethign like 200 updates today :S,neutral
Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night,neutral
sure wish the cat would stop hiding,neutral
Didn`t get to hang out with kaitlyn.,neutral
 No sleepover tonight,neutral
The gigantic initial inertial to get oneself to work after a deadline,neutral
 Prefer 80`s singstar. I know all the words!,neutral
" Yay! At least I`ll get to see you next year! I`m sad, too.",neutral
Just got off phone with Black Swamp Bird Observatory - No reports of Connecticut Warbler from Metzger or Magee today...,neutral
I kinda forgot how much I love the darkness,neutral
 ouchie  Did u take some Excedrine? Thats the ONLY thing that kills my headaches FAST!,neutral
? ALREADY FINISHED CHATTING . HAHA ..  ?,neutral
More #ecomonday   and me _fischer  Now I`ll go check out all the recommendations I`ve seen!,neutral
 i`m on twitter! go me. i have no idea how to work it.,neutral
 funny u havent showed me any love yet at all,neutral
" been there, done that",neutral
Now I have no SKy until Monday,neutral
 I forget you`re from Venezuela! Talking with you is like with my classmates.,neutral
just got my BMTH concert tickets  ? youknowimsofreshtilldeath?,neutral
Just getting home from work...finally,neutral
Most experts recommend that you exercise up to 90 minutes most days of the week. (two Jillian videos),neutral
Going to Houston and Nola this weekend with . Who wants to join us?,neutral
texting,neutral
is wondering where all her friends went...,neutral
Quiet day at work 2day.Just had dinner. Whats doin out there?,neutral
" it was put on by our neighborhood, so just a little one. Like 25 runners. I got 1st place, with an okay time. I was happy.",neutral
On my way to the airport! Headed to NYC,neutral
__Hell beeeeaaaaatooooo!!!!!,neutral
Is sad clint hurdle got released. I liked him,neutral
"Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream",neutral
 YAY!!! I think I found it and a few more,neutral
 Come online! I need someone to talk to,neutral
 Alternatively you could spend the afternoon reading 'Pride and Prejudice and Zombies',neutral
I made an animated holiday card thingy. http://is.gd/yjpq - Shh. Don`t tell mom yet. It`s a surprise.,neutral
Parrrtty!..Playing twister and getting tipsy!...well everyone else is lol,neutral
" aw no!  yeah I must say, it was very good haha",neutral
"Ok, seems I need to remember what account I`m posting as..... That last tweet was a _FC tweet!",neutral
 we are coming...won`t be there til around 9....can`t stay though,neutral
 YES!!,neutral
_d Zwarte maillot,neutral
 I saw the note in FAQ about other languages.  any thing that would change your mind? need any help or anything else?,neutral
 Nope,neutral
wow their is no pancake mix,neutral
 woOt!,neutral
 No idea,neutral
you are my apple and i wana take a bite,neutral
" that sucks...wish we could get it there cheaper...   if you`re in montreal, there`s a cool shop that carries them up there!",neutral
 what about me?,neutral
Would appear not  note to self...change perfume!  What to do now..Hmm do I get the tarot cards out or not??,neutral
i wish it was summer,neutral
I really wanna see the Jonas Brothers in Novemeber but I need to find someone to come with me!  ****,neutral
Squashed Foot  ****,neutral
"another gorgeous day here in Pau...will be home this time in 2 weeks though, such a depressing thought!",neutral
Fashion Show is done & only one slip...now cooking & having a glass of wine or two,neutral
" haha! you`re so funny, Mikee .. you`re probably the only Mike I`ll ever like  *sad thoughts*",neutral
I don`t have the fake fascination like i once did before. Cause i no longer have to pretend i like you,neutral
"  trying tweetdeck, have seen, you are twittering with that programme, so I thought, I should give it a try",neutral
"_keepsitreal haha awe. Well right now, I could be at home but I have to be here. It`s horrible  Lol",neutral
 Why online one download this week?,neutral
 lol what!! where is it!,neutral
will be MIA until june 13.. finals,neutral
 Ahhh Music to my ears!,neutral
Waiting in line to get gas..94 degrees today,neutral
" Good to hear! I got a bit of a tan today too, which is unheard of for me- I am SO pasty white all the time.  Mostly I freckle.",neutral
Here why I like jeans  http://tinyurl.com/csbo8s,neutral
first night sleeping in my new home,neutral
Hey  its back!!    (robluketic live > http://ustre.am/2w5v),neutral
  you should enter the giveaway then!!!! who couldn`t use $25...I know I could,neutral
 u mean VIP this time ? coz of the KBS thingy ? haha..,neutral
Has finally found her new flat.,neutral
" I am the same... well peer trained, peer taught, peer learning",neutral
**** I lost my Star Trek ring!    Starfleet Academy class ring w/ Golden Gate Bridge on it.  Got it as high school graduation present.,neutral
Checkin out what new on Twitter,neutral
just got back from tori`s. watching shark boy and lava girl,neutral
  Hang in there! Drink some hot coco,neutral
"has her laptop, her spasy phone, her cat, her music on and her mother making her breakfast! Lovage for you is that!",neutral
___ haha im gonna follow my dreams now  well...ur dream haha im still reading over it for the 90th time  :p,neutral
Leaving for work.,neutral
"Oh, but Grease is on VH1! It`s almost over, though  http://myloc.me/2215",neutral
" Nothing, stayed home",neutral
 It depends if you are having fun or not...,neutral
green computing http://bit.ly/8gb8R,neutral
"Home. Tired. Phone then bed.   Good night tweeters, happy mothers day!",neutral
"_BODUCH Awww, you will get more friends on facebook. Just be yourself and people will add you",neutral
Rosie to the vet. Routine shots and bordatella.,neutral
 im a pleb  i had to take it out of the freezer.. and put it in the oven!,neutral
morning the sun is back!!! me like,neutral
"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",neutral
"Bah DHCP server, why must you keep falling on your face",neutral
"Thanks everyone. Unfortunately nothing can be done. The sales speak for themselves, and if that doesn`t convince Diamond, nothing will.",neutral
 haiiii sankQ i`m fineee ima js get a checkup cos my rib hurts LOL idk but i shall be fine ~ thanks,neutral
Sunday sunshine track  ? http://blip.fm/~5z7cg,neutral
ms wee`s wedding!!!!,neutral
 its looking like the magic,neutral
"Finally home, watching saturday night live, then dreaming about my amanda boo",neutral
There  was just a horrific fight at my school  glad everyone is ok and that it`s Friday.,neutral
 no sign yet,neutral
<< Finaly Back to home..,neutral
why did Reel big fish cover Edna`s goldfish,neutral
I`ve just realised. I won`t be able to talk to any of you crazy cats on Sunday. Is sad now.,neutral
Is at the movies with the boyfriend!!,neutral
" No, rather we`re OMG it`s nearly Monday",neutral
_pooh what kind of party do we got going now?,neutral
is drawing a picture for her bubba,neutral
 You go to sleeeeeeepz,neutral
 Nooooo get on now! Haha i`ll be gone later,neutral
"Oh dear god, going to have to buy a Mac and Pro-Tools, I think my darling edit suite is soon to be filled with Prince Of Persia Movie",neutral
http://twitpic.com/66shw - Just took this for class just 5 minutes ago its awsome being here too bad i graduate next year,neutral
"Ps BGT was both fab and sad, I thought Greg was awesome, sad he`s gone but a child will always win in that situation sadly",neutral
 did you put a spoon in it?,neutral
im talking about twitter some more,neutral
Still confuse...,neutral
 are you tweeting while running?,neutral
" i want all kinds of designer suggestions darl  any and all. mens, womens, anything! formal/street/alternate. whatever!",neutral
No more spending the day chatting with Steve on the computer   Now what I am I going to do at work?,neutral
"going to watch a dvd with hubby,`Eagle Eye`, twit u all 2morrow, cia",neutral
surfing twitter!,neutral
Monday mornings couldn`t exist if it weren`t for some hot tea.,neutral
 I`m entering your contest,neutral
I`m crossing my fingers and hoping that this copy of Sims 2 works...last copy totally bit it hard.,neutral
signed up for broadband today could take 4-6 weeks,neutral
twittascope is NOT rocking my socks - go away already!!,neutral
yaaw some one want call with me?? 5529634599,neutral
Late night...finally home.,neutral
Kicking Back In The Holidays  No More School for a whiles,neutral
"_Reid Lol. It was the dissing of the were-octopus that did you in. However, he redeems himself by rescuing you from a were-spider.",neutral
today has been the longest day EVER! going to sleep.. beach bound tomorrow  good night twitter,neutral
Why is it soooo cold & ugly out??,neutral
I just wanted dippin dots,neutral
"Whats your name: Adelaide-Marie How old r u: 14 Where Do u live: IN THE WORLD  lol i jk, canada(toronto)",neutral
"Aw, Zach wasn`t feeling well  Hope he gets better. So babysitting was canceled.",neutral
 I never get them and the hubby is due in next week.. <cries> hope its gone by then,neutral
I have softball,neutral
"Exchange story gone, yaaaay! On with Sweet Charity",neutral
oh man had great nap (still alittle tired) having pizza for dinner.,neutral
 You know what they say about great minds...,neutral
" haha, yeahh. im still following u tho,",neutral
SAD day! love you MaÃ¯Â¿Â½ (8 years ago!) miss you so much!!!!,neutral
i can`t see results for whyareyoustillhere,neutral
on way to work,neutral
Check this video out -- Bylaurenluke ~ Make up Launch~ They are here available now   http://tinyurl.com/cudamo,neutral
at Shriya`s,neutral
Hey  nawwwww pity no show no more lol great while it lasted though aye   (robluketic live > http://ustre.am/2w5v),neutral
"j. alexanders... i`m sorry nintendo, but if i`m in a collared shirt then chances are you`re staying home tonight",neutral
on the london eye. Awesome but feel a bit sick. Madame Tussaud`s next,neutral
"want to read twilight all day, not work at the stupid cher function",neutral
 i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha ****,neutral
im at school right now,neutral
 put me right off my scrambled egg breakfast  #fartingloud,neutral
Is sitting in science freezing  four days (:,neutral
 home now and added a few more Grice`s to my list,neutral
 look at your followers... your tweeps list will then be fully populated,neutral
MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &$25 GiftCert to HipFabric!! GO check it out,neutral
goin` to casa milan`s club house...,neutral
 Same to you!,neutral
"My parents withdrew permission at the last moment, I am not going along with tomorrow`s SAC trip to IDP camps  #Pakistan #IDPRelief",neutral
Is almost pacing while waiting for UPS truck with my package from Ichiban Kan -- probably not until 18:00 EST,neutral
 I break some rules and don`t take tension for them  .....,neutral
wants to be sunbathin!!,neutral
i can`t find my woody and buzz toys  but i`ve got my bullseye teddy!  do you have toy story toys? 8-),neutral
 he`s retiring from the tonight show  im so bummed. he was awesome ha. AND CONGRATS MY DEAR,neutral
Back to work,neutral
back home with my puppyy,neutral
"Heading to bed. I think I`ll read for a bit, propped up on fluffy pillows.",neutral
_newnew yea I saw the oil show u put on gotta I likes,neutral
some1 said if your not online your a no1...if you are online your a no1.. can`t bloody win  lol,neutral
 cool dude! yeah i was hoping your rate was still $2.75. lol! yeah not sure when ill mar and par for my birthday dinner.,neutral
 thanx,neutral
 at least you get to watch Lost on the way,neutral
 How in heckitty did I forget that one?,neutral
 I will later today since I have a planning for today,neutral
"Bringing my kitty to the vet tomorrow, I think she`s got a tapeworm.",neutral
 nai nai baby. haha i didn`t know that you have twitter but oh well,neutral
 reminds me of the weather a month ago it was horrible  I hope all is well hugs,neutral
Pats in philly at 2 am. I love it. Mmm cheesesteak.  Miss my boyfriend   but I love vacation.,neutral
_AnGeL84 Awww i hope you feel better love...this weather is crazy...,neutral
 well you scared me saying there may be rustling in the trees!  Happy Sunday to you sir,neutral
 That storm seems to be coming my way,neutral
family comes. probably won`t be on this weekend,neutral
_ward i am,neutral
good morning work this morning gutted lol nevermind,neutral
 lol thanks!there scary to wear though,neutral
i hella wanted a sausage mcmuffin but when i gt there breakfast was over,neutral
Wishing I could see N*E*R*D headline @ Fest at DePaul tonight,neutral
_Daughtry  FYI Canada cannot see the VH1 preview of the video,neutral
 So I`m not seeing you this Saturday?,neutral
... Money money money...      http://twitpic.com/664uz,neutral
I was rooting for Betty.,neutral
"stealth shopping - got wife b-day present while at mall together and she didn`t notice - buy, hide it in car, back before she missed me",neutral
 No news yet,neutral
listening to Demi Lovato  FINISHED MY NEW SONG!,neutral
"If there is one thing the Internet has taught me, is that if I get enough people to listen to me I get to be on The colbert report.  #USA",neutral
Got my new phone - now to program everything since my old one had no memory card like this one,neutral
" Separate desks, computers, and sides of the room with short dividers...but, we`re thinking we need them to extend to the ceiling",neutral
_Gov hi gov!! How are you?,neutral
"_hong  Oh yeah, just came back from a weekend of cosplay photo marathons",neutral
Just got home from school LOL 2 1/2 weeks left yay!!! Then off 2 summer school,neutral
" Hahaha. No, I haven`t. I think I`ll reserve it for next weekend. Have some paperwork to do. Or maybe tonight!",neutral
" nice work buying coda dude! It`s a great app! Unfortunately, I bought it when it was the full $99USD  #jealous",neutral
Home. Got some nice plugs but no chipotle,neutral
YO I`m just on the computer,neutral
Dropped off Baby A for her 1st day in the Toddler Room this AM.  She`s officially a toddler.  Growing up way too fast,neutral
"April showers bring May flowers, yea",neutral
 i know its such a shame  i think they`ve got a good chance & i hope they do coz they are different aren`t they & great :]!,neutral
_surprises no it`s not ready,neutral
I just got smashed in the face by a 5th grader thowing a football... Twice. Now I bleed,neutral
Every element in the DOM with children is a single parent,neutral
"I want to see Terminator, but everyone`s already seen it",neutral
PRE-ORDER collection is launched! EVERYTHING BELOW $20  VISIT US NOW http://bit.ly/haDfr,neutral
"  Ah  sameway Yet, has 2006 votes ((.We need more vote :`D",neutral
 ill come to the shop in like an hour. i need to get a pedicure but i dont have time today  probably next week tho!,neutral
Watching the Twins handle the Mariners again!! Whoo-hoo!!!  Tony http://www.trustyfotografie.com,neutral
 I sawn it three times,neutral
@_writersblock_ I`m sure you are.    Toasties wasn`t far behind.,neutral
   do you need to go on a bike ride?,neutral
"Jumpstart! WOTD: Jape QQ: Are you comppetitive, overcompetitive or not competitive at all? Write your responses here!",neutral
"I meditate, I feel I am vast, very vast.  do you know it?what do you think about?",neutral
is off 2 bed. gon force the sandman 2 com do wot he do since it dont look like there`s gon be any partyin 2nyt,neutral
 Hello there,neutral
Got Six Feet Under series 1 on DVD,neutral
